,game,model,experiment,episode,metric,value
10394,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_8,Lose,1.0
10395,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_8,Aborted,1.0
10396,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_8,Main Score,
10397,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_8,Request Success Ratio,0.0
10398,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Aborted at Player 1,1.0
10399,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Aborted at Player 2,0.0
10400,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Generated Expression Length,
10401,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Generated Expression Number of Tokens,
10402,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Request Count,1.0
10403,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Parsed Request Count,0.0
10404,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Violated Request Count,1.0
10405,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Success,0.0
10406,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Lose,1.0
10407,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Aborted,1.0
10408,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Main Score,
10409,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,3_letter_grids,episode_9,Request Success Ratio,0.0
10410,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Aborted at Player 1,1.0
10411,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Aborted at Player 2,0.0
10412,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Generated Expression Length,
10413,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Generated Expression Number of Tokens,
10414,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Request Count,1.0
10415,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Parsed Request Count,0.0
10416,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Violated Request Count,1.0
10417,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Success,0.0
10418,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Lose,1.0
10419,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Aborted,1.0
10420,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Main Score,
10421,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_0,Request Success Ratio,0.0
10422,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Aborted at Player 1,1.0
10423,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Aborted at Player 2,0.0
10424,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Generated Expression Length,
10425,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Generated Expression Number of Tokens,
10426,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Request Count,1.0
10427,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Parsed Request Count,0.0
10428,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Violated Request Count,1.0
10429,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Success,0.0
10430,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Lose,1.0
10431,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Aborted,1.0
10432,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Main Score,
10433,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_1,Request Success Ratio,0.0
10434,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Aborted at Player 1,1.0
10435,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Aborted at Player 2,0.0
10436,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Generated Expression Length,
10437,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Generated Expression Number of Tokens,
10438,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Request Count,1.0
10439,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Parsed Request Count,0.0
10440,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Violated Request Count,1.0
10441,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Success,0.0
10442,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Lose,1.0
10443,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Aborted,1.0
10444,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Main Score,
10445,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_10,Request Success Ratio,0.0
10446,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Aborted at Player 1,1.0
10447,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Aborted at Player 2,0.0
10448,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Generated Expression Length,
10449,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Generated Expression Number of Tokens,
10450,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Request Count,1.0
10451,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Parsed Request Count,0.0
10452,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Violated Request Count,1.0
10453,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Success,0.0
10454,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Lose,1.0
10455,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Aborted,1.0
10456,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Main Score,
10457,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_11,Request Success Ratio,0.0
10458,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Aborted at Player 1,1.0
10459,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Aborted at Player 2,0.0
10460,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Generated Expression Length,
10461,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Generated Expression Number of Tokens,
10462,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Request Count,1.0
10463,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Parsed Request Count,0.0
10464,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Violated Request Count,1.0
10465,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Success,0.0
10466,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Lose,1.0
10467,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Aborted,1.0
10468,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Main Score,
10469,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_12,Request Success Ratio,0.0
10470,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Aborted at Player 1,1.0
10471,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Aborted at Player 2,0.0
10472,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Generated Expression Length,
10473,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Generated Expression Number of Tokens,
10474,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Request Count,1.0
10475,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Parsed Request Count,0.0
10476,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Violated Request Count,1.0
10477,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Success,0.0
10478,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Lose,1.0
10479,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Aborted,1.0
10480,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Main Score,
10481,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_13,Request Success Ratio,0.0
10482,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Aborted at Player 1,1.0
10483,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Aborted at Player 2,0.0
10484,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Generated Expression Length,
10485,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Generated Expression Number of Tokens,
10486,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Request Count,1.0
10487,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Parsed Request Count,0.0
10488,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Violated Request Count,1.0
10489,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Success,0.0
10490,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Lose,1.0
10491,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Aborted,1.0
10492,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Main Score,
10493,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_14,Request Success Ratio,0.0
10494,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Aborted at Player 1,1.0
10495,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Aborted at Player 2,0.0
10496,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Generated Expression Length,
10497,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Generated Expression Number of Tokens,
10498,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Request Count,1.0
10499,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Parsed Request Count,0.0
10500,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Violated Request Count,1.0
10501,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Success,0.0
10502,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Lose,1.0
10503,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Aborted,1.0
10504,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Main Score,
10505,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_15,Request Success Ratio,0.0
10506,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Aborted at Player 1,1.0
10507,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Aborted at Player 2,0.0
10508,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Generated Expression Length,
10509,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Generated Expression Number of Tokens,
10510,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Request Count,1.0
10511,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Parsed Request Count,0.0
10512,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Violated Request Count,1.0
10513,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Success,0.0
10514,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Lose,1.0
10515,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Aborted,1.0
10516,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Main Score,
10517,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_16,Request Success Ratio,0.0
10518,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Aborted at Player 1,1.0
10519,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Aborted at Player 2,0.0
10520,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Generated Expression Length,
10521,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Generated Expression Number of Tokens,
10522,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Request Count,1.0
10523,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Parsed Request Count,0.0
10524,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Violated Request Count,1.0
10525,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Success,0.0
10526,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Lose,1.0
10527,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Aborted,1.0
10528,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Main Score,
10529,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_17,Request Success Ratio,0.0
10530,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Aborted at Player 1,1.0
10531,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Aborted at Player 2,0.0
10532,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Generated Expression Length,
10533,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Generated Expression Number of Tokens,
10534,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Request Count,1.0
10535,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Parsed Request Count,0.0
10536,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Violated Request Count,1.0
10537,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Success,0.0
10538,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Lose,1.0
10539,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Aborted,1.0
10540,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Main Score,
10541,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_18,Request Success Ratio,0.0
10542,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Aborted at Player 1,1.0
10543,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Aborted at Player 2,0.0
10544,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Generated Expression Length,
10545,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Generated Expression Number of Tokens,
10546,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Request Count,1.0
10547,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Parsed Request Count,0.0
10548,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Violated Request Count,1.0
10549,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Success,0.0
10550,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Lose,1.0
10551,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Aborted,1.0
10552,referencegame,Pharia-1-LLM-7B-control-aligned-hf-t0.0--Pharia-1-LLM-7B-control-aligned-hf-t0.0,4_shape_grids,episode_19,Main Score,
